Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_Mix,Payment_Behaviour,Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Monthly_Inhand_Salary,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month
4,9,7,32.91152702,155,NM,57.21881525,408.1961175,Poor,Standard,High_spent_Large_value_payments,24,33447.42,8,5,13,3,2859.285,18.88,1571.52,60.5135673
1,2,3,23.63044024,367,No,236.453869,302.7289496,Standard,Good,Low_spent_Medium_value_payments,27,34841.87,1,7,1,2,3025.489167,2.24,142.05,33.36609811
1,2,3,29.41375342,368,No,77.54795805,441.6348605,Standard,Good,Low_spent_Medium_value_payments,27,34841.87,1,7,1,2,3025.489167,2.24,142.05,33.36609811
1,1,3,33.54368942,369,No,183.4824446,365.700374,Standard,Good,Low_spent_Medium_value_payments,27,34841.87,1,7,1,2,3025.489167,2.24,142.05,33.36609811
1,2,3,38.01174054,370,No,208.3775467,350.8052718,Standard,Good,Low_spent_Medium_value_payments,27,34841.87,1,7,1,2,3025.489167,2.24,142.05,33.36609811
1,2,6,36.74014425,371,No,274.5734446,274.609374,Standard,Good,Low_spent_Medium_value_payments,27,34841.87,1,7,1,2,3025.489167,2.24,142.05,33.36609811
1,2,6,24.39943536,371,No,108.5025554,410.6802631,Standard,Good,Low_spent_Medium_value_payments,27,34841.87,1,7,1,2,3025.489167,2.24,142.05,33.36609811
1,4,6,38.37657162,373,No,183.4824446,413.2414065,Standard,Good,Low_spent_Medium_value_payments,27,34841.87,1,7,1,2,3025.489167,2.24,142.05,33.36609811
1,4,6,38.35118263,374,No,174.8740861,374.3087324,Standard,Good,Low_spent_Medium_value_payments,27,34841.87,1,7,1,2,3025.489167,2.24,142.05,33.36609811
59,27,10,30.28596131,101,Yes,172.2448018,275.0642254,Poor,Bad,Low_spent_Small_value_payments,35,17655.43,8,10,34,6,1530.285833,24.49,2725.14,82.65421881
60,25,10,34.4974091,102,Yes,170.1408171,190.2335475,Poor,Bad,Low_spent_Small_value_payments,35,17655.43,8,10,34,6,1530.285833,24.49,2725.14,82.65421881
59,25,10,23.97277893,103,Yes,126.5518836,233.8224809,Poor,Bad,Low_spent_Small_value_payments,35,17655.43,8,10,34,6,1530.285833,24.49,2725.14,82.65421881
59,25,10,31.48274694,104,Yes,174.3487866,186.0255779,Poor,Bad,Low_spent_Small_value_payments,35,17655.43,8,10,34,6,1530.285833,24.49,2725.14,82.65421881
65,25,10,39.46702438,105,Yes,146.7932997,213.5810648,Poor,Bad,Low_spent_Small_value_payments,35,17655.43,8,10,34,6,1530.285833,24.49,2725.14,82.65421881
65,25,10,30.13609702,106,Yes,172.2448018,208.4810059,Poor,Bad,Low_spent_Small_value_payments,35,17655.43,8,10,34,6,1530.285833,24.49,2725.14,82.65421881
60,25,10,36.64067471,107,Yes,186.3101733,174.0641913,Poor,Bad,Low_spent_Small_value_payments,35,17655.43,8,10,34,6,1530.285833,24.49,2725.14,82.65421881
60,25,10,30.17739552,108,Yes,196.4680268,163.9063377,Poor,Bad,Low_spent_Small_value_payments,35,17655.43,8,10,34,6,1530.285833,24.49,2725.14,82.65421881
57,11,7,35.31531517,151,Yes,77.18090292,255.1055573,Poor,Standard,Low_spent_Small_value_payments,30,7103.035,6,5,28,6,725.9195833,11.95,2114.92,30.30549812
55,11,7,33.22394558,152,Yes,95.90763915,236.3788211,Poor,Standard,Low_spent_Small_value_payments,30,7103.035,6,5,28,6,725.9195833,11.95,2114.92,30.30549812
55,11,7,24.69308079,153,Yes,19.66258537,282.6238748,Poor,Standard,Low_spent_Small_value_payments,30,7103.035,6,5,28,6,725.9195833,11.95,2114.92,30.30549812
50,14,7,23.46337978,154,NM,31.37375747,290.9127027,Poor,Standard,Low_spent_Small_value_payments,30,7103.035,6,5,28,6,725.9195833,11.95,2114.92,30.30549812
55,14,7,27.08505219,155,Yes,47.7509171,258.7044586,Poor,Standard,Low_spent_Small_value_payments,30,7103.035,6,5,28,6,725.9195833,11.95,2114.92,30.30549812
55,11,7,40.69901601,156,Yes,67.23793038,265.0485298,Poor,Standard,Low_spent_Small_value_payments,30,7103.035,6,5,28,6,725.9195833,11.95,2114.92,30.30549812
55,14,7,25.78812073,157,Yes,26.1966504,286.0898098,Poor,Standard,Low_spent_Small_value_payments,30,7103.035,6,5,28,6,725.9195833,11.95,2114.92,30.30549812
55,11,7,37.56110095,158,Yes,47.7509171,284.5355431,Poor,Standard,Low_spent_Small_value_payments,30,7103.035,6,5,28,6,725.9195833,11.95,2114.92,30.30549812
2,7,0,28.07939681,197,NM,99.87584852,494.2240194,Standard,Good,Low_spent_Small_value_payments,39,63101.14,3,4,3,4,5246.428333,9.19,64.53,170.5429655
2,8,0,37.6815376,198,No,284.8650413,359.2348265,Standard,Good,Low_spent_Small_value_payments,39,63101.14,3,4,3,4,5246.428333,9.19,64.53,170.5429655
2,8,5,38.01845258,199,No,395.8359189,228.2639489,Standard,Good,Low_spent_Small_value_payments,39,63101.14,3,4,3,4,5246.428333,9.19,64.53,170.5429655
2,9,5,25.78668911,200,No,291.3998881,332.6999797,Standard,Good,Low_spent_Small_value_payments,39,63101.14,3,4,3,4,5246.428333,9.19,64.53,170.5429655
3,8,5,32.81499035,201,No,385.9702404,258.1296275,Standard,Good,Low_spent_Small_value_payments,39,63101.14,3,4,3,4,5246.428333,9.19,64.53,170.5429655
0,8,5,36.89944546,201,No,134.4078929,459.691975,Standard,Good,Low_spent_Small_value_payments,39,63101.14,3,4,3,4,5246.428333,9.19,64.53,170.5429655
2,8,5,30.62958334,203,No,287.4300309,346.669837,Standard,Good,Low_spent_Small_value_payments,39,63101.14,3,4,3,4,5246.428333,9.19,64.53,170.5429655
1,8,5,28.4753026,204,No,260.4069592,353.6929087,Standard,Good,Low_spent_Small_value_payments,39,63101.14,3,4,3,4,5246.428333,9.19,64.53,170.5429655
16,8,8,23.29680781,142,Yes,202.7599122,312.3559208,Poor,Standard,High_spent_Medium_value_payments,15,33453.08,10,10,23,2,2658.756667,9.3,1498.09,30.75983367
16,8,8,33.47449638,143,Yes,195.0917482,310.0240848,Poor,Standard,High_spent_Medium_value_payments,15,33453.08,10,10,23,2,2658.756667,9.3,1498.09,30.75983367
16,8,8,26.7973611,143,Yes,211.6521777,313.4636553,Poor,Standard,High_spent_Medium_value_payments,15,33453.08,10,10,23,2,2658.756667,9.3,1498.09,30.75983367
16,8,8,34.05010982,145,Yes,72.01386208,413.1019709,Standard,Standard,High_spent_Medium_value_payments,15,33453.08,10,10,23,2,2658.756667,9.3,1498.09,30.75983367
16,7,8,38.2315833,146,Yes,51.44424564,433.6715874,Standard,Standard,High_spent_Medium_value_payments,15,33453.08,10,10,23,2,2658.756667,9.3,1498.09,30.75983367
16,8,8,35.64566376,147,Yes,49.36085235,435.7549806,Standard,Standard,High_spent_Medium_value_payments,15,33453.08,10,10,23,2,2658.756667,9.3,1498.09,30.75983367
16,5,8,27.68167974,148,Yes,119.7506482,395.3651848,Standard,Standard,High_spent_Medium_value_payments,15,33453.08,10,10,23,2,2658.756667,9.3,1498.09,30.75983367
16,8,8,23.91224288,149,Yes,329.0798711,196.0359619,Poor,Standard,High_spent_Medium_value_payments,15,33453.08,10,10,23,2,2658.756667,9.3,1498.09,30.75983367
8,8,0,41.23738067,299,No,168.3306948,660.1023414,Good,Good,Low_spent_Medium_value_payments,42,83845.7,5,7,4,2,6958.141667,3.59,49.6,107.3811304
3,8,0,33.47782495,300,No,282.4634325,585.9696037,Good,Good,Low_spent_Medium_value_payments,42,83845.7,5,7,4,2,6958.141667,3.59,49.6,107.3811304
5,8,0,34.26221952,301,No,312.3779546,546.0550817,Good,Good,Low_spent_Medium_value_payments,42,83845.7,5,7,4,2,6958.141667,3.59,49.6,107.3811304
8,8,0,38.00136005,302,No,400.8593368,457.5736994,Good,Good,Low_spent_Medium_value_payments,42,83845.7,5,7,4,2,6958.141667,3.59,49.6,107.3811304
8,11,0,27.2598974,303,No,246.9704492,621.4625871,Good,Good,Low_spent_Medium_value_payments,42,83845.7,5,7,4,2,6958.141667,3.59,49.6,107.3811304
8,8,0,38.25109402,304,NM,282.4634325,630.0704001,Good,Good,Low_spent_Medium_value_payments,42,83845.7,5,7,4,2,6958.141667,3.59,49.6,107.3811304
8,8,4,41.04474968,305,No,131.2784028,697.1546335,Good,Good,Low_spent_Medium_value_payments,42,83845.7,5,7,4,2,6958.141667,3.59,49.6,107.3811304
8,8,4,39.36555541,306,No,328.0290482,540.4039881,Good,Good,Low_spent_Medium_value_payments,42,83845.7,5,7,4,2,6958.141667,3.59,49.6,107.3811304
14,17,4,33.68198915,322,Yes,64.2920881,983.7086822,Standard,Standard,High_spent_Large_value_payments,36,108415,3,5,16,1,8848.583333,16.33,1075.84,76.85756306
14,17,4,33.0534057,323,Yes,178.6439196,869.3568506,Standard,Standard,High_spent_Large_value_payments,36,108415,3,5,16,1,8848.583333,16.33,1075.84,76.85756306
14,17,4,36.11455566,324,Yes,889.6997544,208.3010158,Standard,Standard,High_spent_Large_value_payments,36,108415,3,5,16,1,8848.583333,16.33,1075.84,76.85756306
14,17,4,31.53656498,324,Yes,87.9243998,960.0763705,Standard,Standard,High_spent_Large_value_payments,36,108415,3,5,16,1,8848.583333,16.33,1075.84,76.85756306
14,18,4,35.1894661,326,Yes,286.349475,791.6512953,Standard,Standard,High_spent_Large_value_payments,36,108415,3,5,16,1,8848.583333,16.33,1075.84,76.85756306
12,17,6,41.09955058,327,Yes,335.0391632,722.9616071,Standard,Standard,High_spent_Large_value_payments,36,108415,3,5,16,1,8848.583333,16.33,1075.84,76.85756306
14,17,6,30.02674577,327,Yes,286.349475,215.3316384,Good,Standard,High_spent_Large_value_payments,36,108415,3,5,16,1,8848.583333,16.33,1075.84,76.85756306
14,20,6,32.82270369,327,Yes,413.8064215,654.1943488,Good,Standard,High_spent_Large_value_payments,36,108415,3,5,16,1,8848.583333,16.33,1075.84,76.85756306
3,5,1,32.18554016,196,No,39.11311135,433.4766062,Standard,Good,Low_spent_Small_value_payments,52,32663.41,1,5,3,4,2879.950833,1.28,1067.3,55.40536574
8,6,1,36.87038354,197,No,235.7948486,286.794869,Standard,Good,Low_spent_Small_value_payments,52,32663.41,1,5,3,4,2879.950833,1.28,1067.3,55.40536574
8,6,2,38.22831563,198,No,155.3141708,367.2755468,Standard,Good,Low_spent_Small_value_payments,52,32663.41,1,5,3,4,2879.950833,1.28,1067.3,55.40536574
3,3,2,38.75234803,199,No,136.5573279,376.0323897,Standard,Good,Low_spent_Small_value_payments,52,32663.41,1,5,3,4,2879.950833,1.28,1067.3,55.40536574
8,8,2,24.68167302,200,No,188.6988302,323.8908874,Standard,Good,Low_spent_Small_value_payments,52,32663.41,1,5,3,4,2879.950833,1.28,1067.3,55.40536574
8,5,2,30.57227379,201,No,138.3712613,384.2184563,Standard,Good,Low_spent_Small_value_payments,52,32663.41,1,5,3,4,2879.950833,1.28,1067.3,55.40536574
3,5,2,35.46636982,202,No,155.3141708,363.7444651,Good,Good,Low_spent_Small_value_payments,52,32663.41,1,5,3,4,2879.950833,1.28,1067.3,55.40536574
8,4,2,36.43261914,203,No,337.122172,185.4675456,Good,Good,Low_spent_Small_value_payments,52,32663.41,1,5,3,4,2879.950833,1.28,1067.3,55.40536574
12,1,1,44.60422041,353,No,210.3501254,1052.316725,Good,Good,Low_spent_Medium_value_payments,45,132537.24,3,2,12,1,10831.77,0.69,382.04,60.51014978
12,1,1,27.63665027,354,No,589.2997913,693.3670589,Good,Good,Low_spent_Medium_value_payments,45,132537.24,3,2,12,1,10831.77,0.69,382.04,60.51014978
12,0,1,38.30821266,355,NM,476.2254772,826.441373,Good,Good,Low_spent_Medium_value_payments,45,132537.24,3,2,12,1,10831.77,0.69,382.04,60.51014978
12,0,1,33.29551126,356,No,966.2252443,336.4416059,Good,Good,Low_spent_Medium_value_payments,45,132537.24,3,2,12,1,10831.77,0.69,382.04,60.51014978
8,0,1,41.84859964,357,No,200.6940012,1071.972849,Good,Good,Low_spent_Medium_value_payments,45,132537.24,3,2,12,1,10831.77,0.69,382.04,60.51014978
9,2,1,34.66121669,358,No,476.2254772,1176.400285,Standard,Good,Low_spent_Medium_value_payments,45,132537.24,3,2,12,1,10831.77,0.69,382.04,60.51014978
12,3,1,37.12497183,358,No,364.4648609,938.2019893,Good,Good,Low_spent_Medium_value_payments,45,132537.24,3,2,12,1,10831.77,0.69,382.04,60.51014978
12,1,1,36.55721365,360,No,762.7394904,539.9273599,Good,Good,Low_spent_Medium_value_payments,45,132537.24,3,2,12,1,10831.77,0.69,382.04,60.51014978
25,20,11,40.5821768,92,Yes,22.45317291,229.4778021,Poor,Bad,Low_spent_Small_value_payments,30,17850.56,8,5,18,9,1391.546667,7.11,3380.69,127.2236916
25,22,11,29.14436832,93,Yes,127.0464694,174.8845056,Standard,Bad,Low_spent_Small_value_payments,30,17850.56,8,5,18,9,1391.546667,7.11,3380.69,127.2236916
25,20,11,37.54814707,94,Yes,131.0620748,160.8689002,Poor,Bad,Low_spent_Small_value_payments,30,17850.56,8,5,18,9,1391.546667,7.11,3380.69,127.2236916
25,20,11,34.20274776,95,NM,72.05366523,199.8773098,Poor,Bad,Low_spent_Small_value_payments,30,17850.56,8,5,18,9,1391.546667,7.11,3380.69,127.2236916
25,20,11,28.38686797,96,Yes,73.21581342,198.7151616,Poor,Bad,Low_spent_Small_value_payments,30,17850.56,8,5,18,9,1391.546667,7.11,3380.69,127.2236916
24,21,11,32.3512144,97,Yes,181.9309244,120.0000506,Poor,Bad,Low_spent_Small_value_payments,30,17850.56,8,5,18,9,1391.546667,7.11,3380.69,127.2236916
24,20,11,36.34231072,98,Yes,73.21581342,236.9476556,Poor,Bad,Low_spent_Small_value_payments,30,17850.56,8,5,18,9,1391.546667,7.11,3380.69,127.2236916
27,20,11,29.19405846,99,Yes,59.02680235,242.9041727,Poor,Bad,Low_spent_Small_value_payments,30,17850.56,8,5,18,9,1391.546667,7.11,3380.69,127.2236916
46,11,6,33.91448311,125,Yes,85.34019888,315.6995752,Poor,Standard,Low_spent_Medium_value_payments,33,15713.83,7,8,23,2,1313.485833,12.39,2271.53,20.30880921
46,12,6,23.64512154,126,Yes,32.92466409,328.11511,Poor,Standard,Low_spent_Medium_value_payments,33,15713.83,7,8,23,2,1313.485833,12.39,2271.53,20.30880921
46,11,6,41.12704546,127,Yes,60.38800088,330.6517732,Poor,Standard,Low_spent_Medium_value_payments,33,15713.83,7,8,23,2,1313.485833,12.39,2271.53,20.30880921
46,9,6,24.39026039,128,Yes,107.9986638,283.0411103,Poor,Standard,Low_spent_Medium_value_payments,33,15713.83,7,8,23,2,1313.485833,12.39,2271.53,20.30880921
49,14,6,30.15490757,129,Yes,103.2465967,297.7931774,Poor,Standard,Low_spent_Medium_value_payments,33,15713.83,7,8,23,2,1313.485833,12.39,2271.53,20.30880921
46,11,6,30.87311341,130,Yes,72.86409988,353.5211359,Poor,Standard,Low_spent_Medium_value_payments,33,15713.83,7,8,23,2,1313.485833,12.39,2271.53,20.30880921
41,9,6,41.17031874,131,NM,72.86409988,273.5231084,Standard,Standard,Low_spent_Medium_value_payments,33,15713.83,7,8,23,2,1313.485833,12.39,2271.53,20.30880921
46,12,7,32.03458599,132,Yes,28.75335033,322.2864238,Standard,Standard,Low_spent_Medium_value_payments,33,15713.83,7,8,23,2,1313.485833,12.39,2271.53,20.30880921
18,22,9,27.67344611,65,Yes,228.7290538,313.0024752,Poor,Bad,Low_spent_Small_value_payments,31,62050.89,8,7,22,7,5386.9075,9.95,4293.32,286.959221
18,22,13,29.46236778,66,Yes,120.3930044,371.3385246,Poor,Bad,Low_spent_Small_value_payments,31,62050.89,8,7,22,7,5386.9075,9.95,4293.32,286.959221
18,21,13,33.26211037,67,Yes,360.6017563,151.1297727,Poor,Bad,Low_spent_Small_value_payments,31,62050.89,8,7,22,7,5386.9075,9.95,4293.32,286.959221
18,22,13,26.3075933,68,Yes,228.7290538,313.0024752,Poor,Bad,Low_spent_Small_value_payments,31,62050.89,8,7,22,7,5386.9075,9.95,4293.32,286.959221
18,22,13,38.91335455,68,Yes,105.3180198,386.4135092,Poor,Bad,Low_spent_Small_value_payments,31,62050.89,8,7,22,7,5386.9075,9.95,4293.32,286.959221
18,24,13,32.77245824,70,NM,337.2042979,174.5272311,Standard,Bad,Low_spent_Small_value_payments,31,62050.89,8,7,22,7,5386.9075,9.95,4293.32,286.959221
18,24,13,34.02213873,71,Yes,527.7013996,14.0301294,Standard,Bad,Low_spent_Small_value_payments,31,62050.89,8,7,22,7,5386.9075,9.95,4293.32,286.959221
18,23,13,25.80109764,72,NM,119.0840222,382.6475068,Poor,Bad,Low_spent_Small_value_payments,31,62050.89,8,7,22,7,5386.9075,9.95,4293.32,286.959221
17,24,7,26.793362,67,Yes,145.2447007,145.8182474,Standard,Bad,Low_spent_Small_value_payments,36,18744.4,8,7,29,9,1410.033333,20.17,4432.68,139.9403852
17,23,7,36.17556889,68,Yes,125.9641228,155.0988253,Standard,Bad,Low_spent_Small_value_payments,36,18744.4,8,7,29,9,1410.033333,20.17,4432.68,139.9403852
17,22,7,37.20294061,68,Yes,83.71065495,197.3522932,Standard,Bad,Low_spent_Small_value_payments,36,18744.4,8,7,29,9,1410.033333,20.17,4432.68,139.9403852
17,24,12,27.58671365,70,Yes,62.3716437,228.6913044,Standard,Bad,Low_spent_Small_value_payments,36,18744.4,8,7,29,9,1410.033333,20.17,4432.68,139.9403852
17,26,12,27.21727487,71,Yes,37.87691806,243.1860301,Standard,Bad,Low_spent_Small_value_payments,36,18744.4,8,7,29,9,1410.033333,20.17,4432.68,139.9403852
13,23,12,33.76278212,72,Yes,179.8566713,111.2062768,Standard,Bad,Low_spent_Small_value_payments,36,18744.4,8,7,29,9,1410.033333,20.17,4432.68,139.9403852
12,22,12,23.75855343,73,Yes,176.5941368,114.4688114,Standard,Bad,Low_spent_Small_value_payments,36,18744.4,8,7,29,9,1410.033333,20.17,4432.68,139.9403852
21,23,12,29.57143168,74,Yes,65.69335413,225.369594,Standard,Bad,Low_spent_Small_value_payments,36,18744.4,8,7,29,9,1410.033333,20.17,4432.68,139.9403852
17,15,1,31.39543108,339,Yes,39.99861057,317.5417948,Standard,Standard,Low_spent_Medium_value_payments,38,12070.845,8,5,8,4,1088.90375,2.96,759.86,31.3499696
18,15,1,28.59584786,340,Yes,49.22807948,308.3123259,Standard,Standard,Low_spent_Medium_value_payments,38,12070.845,8,5,8,4,1088.90375,2.96,759.86,31.3499696
14,12,1,28.83078169,341,Yes,75.90196409,291.6384413,Standard,Standard,Low_spent_Medium_value_payments,38,12070.845,8,5,8,4,1088.90375,2.96,759.86,31.3499696
18,12,1,26.03213559,342,Yes,74.52135838,273.019047,Standard,Standard,Low_spent_Medium_value_payments,38,12070.845,8,5,8,4,1088.90375,2.96,759.86,31.3499696
18,12,1,22.58810616,343,Yes,114.4028087,253.1375967,Standard,Standard,Low_spent_Medium_value_payments,38,12070.845,8,5,8,4,1088.90375,2.96,759.86,31.3499696
16,12,4,31.52864922,344,NM,103.5663154,253.97409,Standard,Standard,Low_spent_Medium_value_payments,38,12070.845,8,5,8,4,1088.90375,2.96,759.86,31.3499696
19,12,4,25.25181941,345,NM,64.57579118,282.9646142,Standard,Standard,Low_spent_Medium_value_payments,38,12070.845,8,5,8,4,1088.90375,2.96,759.86,31.3499696
18,12,4,25.40908415,346,Yes,76.93505249,280.6053529,Standard,Standard,Low_spent_Medium_value_payments,38,12070.845,8,5,8,4,1088.90375,2.96,759.86,31.3499696
4,1,0,27.34780113,355,No,277.018349,324.1614552,Good,Good,High_spent_Medium_value_payments,21,38539.57,4,2,3,1,3438.630833,8.42,526.62,22.68327917
4,1,0,30.03999795,356,No,285.2820709,325.8977333,Good,Good,High_spent_Medium_value_payments,21,38539.57,4,2,3,1,3438.630833,8.42,526.62,22.68327917
8,1,0,39.48930933,357,NM,243.2758564,367.9039477,Good,Good,High_spent_Medium_value_payments,21,38539.57,4,2,3,1,3438.630833,8.42,526.62,22.68327917
1,4,0,40.12095141,358,No,81.09418711,490.0856171,Good,Good,High_spent_Medium_value_payments,21,38539.57,4,2,3,1,3438.630833,8.42,526.62,22.68327917
8,1,0,35.45774286,359,NM,303.0276653,298.1521389,Good,Good,High_spent_Medium_value_payments,21,38539.57,4,2,3,1,3438.630833,8.42,526.62,22.68327917
4,1,0,37.79778327,360,No,381.4716401,229.7081641,Good,Good,High_spent_Medium_value_payments,21,38539.57,4,2,3,1,3438.630833,8.42,526.62,22.68327917
4,1,0,23.81299083,361,No,119.6698477,451.5099565,Good,Good,High_spent_Medium_value_payments,21,38539.57,4,2,3,1,3438.630833,8.42,526.62,22.68327917
8,2,0,34.70031951,362,NM,119.6456108,451.5341933,Good,Good,High_spent_Medium_value_payments,21,38539.57,4,2,3,1,3438.630833,8.42,526.62,22.68327917
17,10,1,31.97170242,219,No,167.273391,431.1321379,Good,Good,High_spent_Medium_value_payments,47,48411.24,8,3,3,4,4306.27,4.04,821.27,82.22147115
17,12,1,38.88271127,220,No,57.00582377,531.3997051,Good,Good,High_spent_Medium_value_payments,47,48411.24,8,3,3,4,4306.27,4.04,821.27,82.22147115
16,8,1,34.66055202,221,No,56.99305698,541.4124719,Good,Good,High_spent_Medium_value_payments,47,48411.24,8,3,3,4,4306.27,4.04,821.27,82.22147115
17,14,1,32.37493076,222,No,152.9237598,445.4817691,Standard,Good,High_spent_Medium_value_payments,47,48411.24,8,3,3,4,4306.27,4.04,821.27,82.22147115
17,11,1,39.82697124,223,No,179.7661872,418.6393417,Standard,Good,High_spent_Medium_value_payments,47,48411.24,8,3,3,4,4306.27,4.04,821.27,82.22147115
22,11,1,31.8308255,224,No,152.9237598,148.8596481,Good,Good,High_spent_Medium_value_payments,47,48411.24,8,3,3,4,4306.27,4.04,821.27,82.22147115
17,11,1,39.20978085,225,No,40.13372244,548.2718064,Good,Good,High_spent_Medium_value_payments,47,48411.24,8,3,3,4,4306.27,4.04,821.27,82.22147115
17,11,3,31.09377623,226,No,326.5091908,301.8963381,Good,Good,High_spent_Medium_value_payments,47,48411.24,8,3,3,4,4306.27,4.04,821.27,82.22147115
16,18,2,32.40579414,266,No,75.56461377,476.3728424,Good,Good,High_spent_Large_value_payments,23,47275.96,6,3,4,4,4238.663333,9.43,302.1,121.9288772
18,18,2,34.88354091,267,No,469.732373,122.2050832,Good,Good,High_spent_Large_value_payments,23,47275.96,6,3,4,4,4238.663333,9.43,302.1,121.9288772
18,18,2,30.4054129,268,No,74.36499752,487.5724586,Standard,Good,High_spent_Large_value_payments,23,47275.96,6,3,4,4,4238.663333,9.43,302.1,121.9288772
18,18,2,30.20330333,269,NM,52.30567881,489.6317773,Good,Good,High_spent_Large_value_payments,23,47275.96,6,3,4,4,4238.663333,9.43,302.1,121.9288772
18,18,2,39.83414802,270,No,81.42036806,292.9082294,Good,Good,High_spent_Large_value_payments,23,47275.96,6,3,4,4,4238.663333,9.43,302.1,121.9288772
18,18,2,24.42710438,271,No,96.07291031,445.8645458,Good,Good,High_spent_Large_value_payments,23,47275.96,6,3,4,4,4238.663333,9.43,302.1,121.9288772
18,20,3,36.95763163,272,No,87.27612235,464.6613338,Good,Good,High_spent_Large_value_payments,23,47275.96,6,3,4,4,4238.663333,9.43,302.1,121.9288772
18,18,3,23.33122534,273,No,81.42036806,471.3693537,Good,Good,High_spent_Large_value_payments,23,47275.96,6,3,4,4,4238.663333,9.43,302.1,121.9288772
0,1,2,25.7442157,377,NM,134.767797,308.192603,Good,Good,Low_spent_Small_value_payments,42,30232.28,5,3,4,4,2342.356667,4.94,1483.59,98.46945408
1,1,2,24.71093038,378,No,80.5435778,305.2226348,Good,Good,Low_spent_Small_value_payments,42,30232.28,5,3,4,4,2342.356667,4.94,1483.59,98.46945408
0,1,2,24.34439331,379,NM,32.84142071,342.9247919,Good,Good,Low_spent_Small_value_payments,42,30232.28,5,3,4,4,2342.356667,4.94,1483.59,98.46945408
0,4,2,27.47298422,380,No,134.767797,290.9984156,Standard,Good,Low_spent_Small_value_payments,42,30232.28,5,3,4,4,2342.356667,4.94,1483.59,98.46945408
0,4,2,35.91089356,380,NM,119.3413868,286.4248258,Standard,Good,Low_spent_Small_value_payments,42,30232.28,5,3,4,4,2342.356667,4.94,1483.59,98.46945408
0,1,2,28.78391817,382,No,203.7837495,221.9824631,Standard,Good,Low_spent_Small_value_payments,42,30232.28,5,3,4,4,2342.356667,4.94,1483.59,98.46945408
0,1,2,35.18439424,383,NM,139.1206062,276.6456064,Standard,Good,Low_spent_Small_value_payments,42,30232.28,5,3,4,4,2342.356667,4.94,1483.59,98.46945408
0,1,2,34.95902065,384,No,287.6464317,138.1197809,Standard,Good,Low_spent_Small_value_payments,42,30232.28,5,3,4,4,2342.356667,4.94,1483.59,98.46945408
33,26,6,34.20617681,1,Yes,184.6666856,302.6648912,Poor,Bad,Low_spent_Small_value_payments,27,33314.96,10,5,18,7,2955.246667,16.82,3271.84,98.19308987
33,24,6,31.33007825,2,NM,91.24228771,366.0892891,Poor,Bad,Low_spent_Small_value_payments,27,33314.96,10,5,18,7,2955.246667,16.82,3271.84,98.19308987
37,24,6,25.87367382,3,Yes,143.8288138,212.4776154,Poor,Bad,Low_spent_Small_value_payments,27,33314.96,10,5,18,7,2955.246667,16.82,3271.84,98.19308987
33,24,6,36.11551748,4,Yes,258.9981629,228.3334139,Poor,Bad,Low_spent_Small_value_payments,27,33314.96,10,5,18,7,2955.246667,16.82,3271.84,98.19308987
35,25,6,37.33982135,5,Yes,390.3183914,97.01318539,Poor,Bad,Low_spent_Small_value_payments,27,33314.96,10,5,18,7,2955.246667,16.82,3271.84,98.19308987
33,27,6,39.18038583,6,Yes,69.07804175,368.253535,Poor,Bad,Low_spent_Small_value_payments,27,33314.96,10,5,18,7,2955.246667,16.82,3271.84,98.19308987
38,24,6,28.98608464,7,Yes,143.8288138,399.3503434,Poor,Bad,Low_spent_Small_value_payments,27,33314.96,10,5,18,7,2955.246667,16.82,3271.84,98.19308987
32,24,6,22.78560579,8,Yes,102.9909421,354.3406347,Poor,Bad,Low_spent_Small_value_payments,27,33314.96,10,5,18,7,2955.246667,16.82,3271.84,98.19308987
35,19,7,24.42928971,208,Yes,98.81828233,251.6114873,Poor,Bad,Low_spent_Small_value_payments,44,7599.035,7,9,27,6,898.2529167,3.48,2198.82,29.39552203
35,20,7,33.44497849,208,NM,35.8438101,304.5859595,Poor,Bad,Low_spent_Small_value_payments,44,7599.035,7,9,27,6,898.2529167,3.48,2198.82,29.39552203
35,23,7,35.91863008,210,Yes,25.62301659,314.806753,Poor,Bad,Low_spent_Small_value_payments,44,7599.035,7,9,27,6,898.2529167,3.48,2198.82,29.39552203
33,20,7,31.54533316,211,Yes,109.9266911,240.5030786,Poor,Bad,Low_spent_Small_value_payments,44,7599.035,7,9,27,6,898.2529167,3.48,2198.82,29.39552203
35,20,7,24.92937452,212,Yes,120.018727,230.4110426,Standard,Bad,Low_spent_Small_value_payments,44,7599.035,7,9,27,6,898.2529167,3.48,2198.82,29.39552203
35,21,7,34.06409856,213,Yes,16.2907539,294.1390157,Poor,Bad,Low_spent_Small_value_payments,44,7599.035,7,9,27,6,898.2529167,3.48,2198.82,29.39552203
35,20,7,27.96688648,214,Yes,23.43686423,296.9929054,Poor,Bad,Low_spent_Small_value_payments,44,7599.035,7,9,27,6,898.2529167,3.48,2198.82,29.39552203
